"user_id","branch_id","role_id"
"840","7","6"
"840","7","7"
"1771","19","6"
"1771","14","7"
"1705","23","6"
"1705","7","7"
"1817","4","6"
"1817","16","7"
"1848","17","6"
"1848","16","7"
"1030","4","6"
"1030","7","7"
"447","4","6"
"684","2","6"
"684","6","7"
"2228","20","6"
"2228","4","7"
"990","4","6"
"990","6","7"
"786","11","6"
"786","3","7"
"864","11","6"
"1985","27","6"
"1985","17","7"
"758","11","6"
"758","2","7"
"815","5","6"
"815","12","7"
"1809","5","6"
"1578","5","6"
"1578","11","7"
"638","3","6"
"638","4","7"
"922","3","6"
"922","4","7"
"2448","32","6"
"2448","4","7"
"741","3","6"
"741","9","7"
"710","4","6"
"2076","17","6"
"356","6","6"
"2274","18","6"
"2274","2","7"
"888","2","6"
"888","12","7"
"1560","2","6"
"1560","2","7"
"1288","7","6"
"1288","3","7"
"406","3","6"
"689","2","6"
"689","4","7"
"1121","4","6"
"1121","8","7"
"1173","9","6"
"1173","11","7"
"1791","17","6"
"1791","17","7"
"1973","22","6"
"1973","11","7"
"699","6","6"
"699","12","7"
"1931","17","6"
"1931","19","7"
"1879","7","6"
"1879","6","7"
"875","7","6"
"875","3","7"
"2240","28","6"
"2240","11","7"
"853","4","5"
"853","9","5"
"853","4","7"
"1783","9","6"
"1783","11","7"
"926","4","6"
"926","3","7"
"877","7","6"
"877","3","7"
"1396","11","6"
"1396","14","7"
"1606","21","6"
"1606","16","7"
"2080","4","6"
"2080","21","7"
"119","7","5"
"119","8","7"
"402","3","6"
"1047","3","6"
"1047","8","7"
"177","5","6"
"177","9","7"
"266","12","6"
"266","12","7"
"1406","5","6"
"1406","4","7"
"2405","27","6"
"2405","4","7"
"1456","3","6"
"1456","3","7"
"206","7","6"
"206","6","7"
"181","10","6"
"376","6","6"
"732","2","6"
"732","3","7"
"127","11","5"
"127","9","7"
"1604","21","6"
"811","4","6"
"811","2","7"
"1320","6","6"
"1320","7","7"
"1260","5","6"
"1260","6","7"
"1168","7","6"
"1168","4","7"
"1764","24","5"
"1764","5","7"
"503","4","6"
"503","2","7"
"2280","24","6"
"2280","27","7"
"2299","20","6"
"2299","27","7"
"609","4","6"
"609","3","7"
"2446","11","6"
"2446","4","7"
"633","3","6"
"633","4","7"
"201","2","6"
"954","5","6"
"954","4","7"
"1129","14","5"
"1129","13","7"
"2218","16","6"
"2218","7","7"
"632","3","6"
"632","4","7"
"164","4","6"
"164","9","7"
"1432","13","6"
"1432","14","7"
"1344","6","6"
"1344","14","7"
"1403","16","6"
"1403","4","7"
"1074","8","6"
"1074","5","7"
"1391","6","6"
"1391","5","7"
"1713","22","6"
"1713","11","7"
"114","8","5"
"2325","31","5"
"2325","18","7"
"694","12","6"
"694","4","7"
"828","6","6"
"828","6","7"
"1347","13","6"
"1347","14","7"
"1967","2","6"
"1967","11","7"
"348","6","6"
"348","6","7"
"1566","3","6"
"1566","4","7"
"260","9","6"
"260","8","7"
"2108","28","6"
"2108","7","7"
"1199","3","6"
"1199","3","7"
"1914","11","6"
"1914","18","7"
"1624","21","6"
"1624","6","7"
"2375","25","6"
"2375","4","7"
"2430","22","6"
"955","5","6"
"955","8","7"
"894","7","6"
"1666","21","5"
"1666","16","7"
"252","9","6"
"81","2","5"
"81","10","7"
"698","9","6"
"698","12","7"
"1953","4","6"
"1953","4","7"
"245","12","6"
"2389","32","6"
"2324","28","6"
"2324","18","7"
"1680","6","6"
"1680","3","7"
"857","7","6"
"857","5","7"
"1117","7","6"
"1117","3","7"
"2328","30","6"
"2300","27","6"
"2300","20","7"
"1285","11","6"
"1285","6","7"
"576","3","6"
"806","7","6"
"806","2","7"
"861","4","6"
"2283","30","6"
"2283","17","7"
"2107","28","6"
"2107","11","7"
"2264","28","6"
"2264","11","7"
"2331","28","6"
"2331","24","7"
"2166","11","6"
"2166","16","7"
"809","4","6"
"809","2","7"
"2232","29","5"
"2232","25","7"
"1867","7","6"
"1867","18","7"
"1462","5","6"
"1462","4","7"
"282","7","6"
"282","8","7"
"1707","23","6"
"1707","6","7"
"2298","30","6"
"2298","25","7"
"2160","18","6"
"2160","22","7"
"1252","14","6"
"1252","13","7"
"1253","14","6"
"1253","4","7"
"1900","16","6"
"1900","17","7"
"106","9","5"
"2318","11","6"
"2318","9","7"
"469","5","6"
"469","5","7"
"1702","23","6"
"1702","4","7"
"2121","23","6"
"2121","14","7"
"212","3","6"
"212","7","7"
"267","9","6"
"267","12","7"
"1508","16","6"
"1508","2","7"
"335","6","6"
"335","6","7"
"354","6","6"
"354","6","7"
"455","4","6"
"455","4","7"
"1795","14","6"
"1795","4","7"
"2150","28","6"
"2150","4","7"
"1181","13","6"
"397","3","6"
"397","3","7"
"1964","9","6"
"1964","9","7"
"588","7","6"
"588","7","7"
"826","6","6"
"681","5","6"
"681","6","7"
"370","6","6"
"370","3","7"
"1605","21","6"
"1605","16","7"
"680","5","6"
"680","6","7"
"1363","5","6"
"1363","3","7"
"1790","17","6"
"1790","17","7"
"118","4","5"
"118","8","7"
"386","3","6"
"386","3","7"
"290","2","6"
"290","8","7"
"991","4","6"
"991","6","7"
"387","3","6"
"387","3","7"
"2406","27","6"
"2406","18","7"
"2072","5","6"
"2072","11","7"
"869","8","6"
"869","2","7"
"116","2","5"
"2125","11","6"
"2125","24","7"
"391","3","6"
"391","3","7"
"148","5","6"
"148","9","7"
"361","6","6"
"318","8","6"
"1309","11","6"
"1309","9","7"
"1452","11","6"
"1176","3","6"
"1176","4","7"
"1947","14","6"
"1947","3","7"
"1818","17","6"
"1818","5","7"
"1932","17","6"
"1932","11","7"
"1483","6","6"
"1483","5","7"
"339","6","6"
"339","6","7"
"1728","24","6"
"1728","2","7"
"1899","16","6"
"1899","17","7"
"1480","17","6"
"1480","3","7"
"1085","5","6"
"1085","4","7"
"996","4","6"
"996","7","7"
"2053","6","6"
"2053","16","7"
"623","6","6"
"623","6","7"
"932","13","6"
"932","2","7"
"702","4","6"
"702","5","7"
"915","7","6"
"915","3","7"
"1925","2","6"
"1925","6","7"
"2060","27","6"
"2060","22","7"
"872","8","6"
"872","4","7"
"767","3","6"
"767","2","7"
"234","9","6"
"1751","11","6"
"1751","11","7"
"2025","27","6"
"2025","23","7"
"816","5","6"
"816","13","7"
"1847","17","6"
"1847","16","7"
"1807","22","6"
"1807","11","7"
"2407","24","5"
"2407","8","7"
"2170","13","6"
"2170","22","7"
"587","7","6"
"587","7","7"
"963","6","6"
"963","3","7"
"2034","8","6"
"2034","22","7"
"2064","23","6"
"2064","22","7"
"1608","21","6"
"1608","4","7"
"1971","24","6"
"1971","20","7"
"1936","18","6"
"1936","17","7"
"2005","27","6"
"2005","14","7"
"2436","29","6"
"2436","11","7"
"2359","30","6"
"2359","3","7"
"987","4","6"
"987","2","7"
"1141","14","6"
"1141","3","7"
"970","7","6"
"970","4","7"
"718","6","6"
"718","6","7"
"188","10","6"
"188","9","7"
"1346","6","6"
"1346","14","7"
"2249","30","5"
"2249","25","7"
"1491","4","6"
"2301","4","6"
"2301","14","7"
"1033","11","6"
"1033","4","7"
"1712","23","6"
"1712","11","7"
"77","5","5"
"77","10","7"
"1048","7","6"
"808","7","6"
"1022","6","6"
"1022","6","7"
"1787","7","6"
"1787","14","7"
"427","5","6"
"427","5","7"
"221","9","6"
"658","2","6"
"244","9","6"
"244","8","7"
"934","4","6"
"934","9","7"
"1901","18","6"
"1901","19","7"
"1006","7","6"
"1006","7","7"
"1188","7","6"
"1188","9","7"
"2207","18","6"
"2207","20","7"
"1999","6","6"
"1999","20","7"
"1701","23","6"
"1701","4","7"
"1156","3","6"
"1156","13","7"
"2410","31","6"
"2410","8","7"
"665","2","6"
"276","6","6"
"1911","25","6"
"1911","2","7"
"194","10","6"
"194","12","7"
"1562","17","6"
"1562","4","7"
"1502","17","6"
"1502","13","7"
"794","9","6"
"794","2","7"
"2097","19","6"
"2097","22","7"
"1299","2","6"
"1068","7","6"
"1068","9","7"
"1949","14","6"
"1949","3","7"
"340","6","6"
"1164","4","6"
"1164","5","7"
"1362","7","6"
"1362","4","7"
"337","6","6"
"337","6","7"
"957","5","6"
"957","11","7"
"160","10","6"
"160","9","7"
"695","13","6"
"695","4","7"
"398","3","6"
"398","3","7"
"999","7","6"
"2420","2","6"
"2420","5","7"
"978","5","6"
"978","5","7"
"2205","29","5"
"2205","20","7"
"1974","2","6"
"1974","19","7"
"412","3","6"
"2153","9","6"
"2153","13","7"
"1370","4","6"
"1370","4","7"
"1657","5","6"
"1657","14","7"
"1113","5","6"
"1113","3","7"
"1586","14","6"
"1586","13","7"
"2139","28","6"
"2139","5","7"
"1439","16","6"
"1439","7","7"
"1758","20","6"
"1758","9","7"
"728","5","6"
"728","3","7"
"1829","16","6"
"1829","17","7"
"690","2","6"
"690","4","7"
"890","5","6"
"890","13","7"
"697","6","6"
"697","5","7"
"1310","11","6"
"1310","9","7"
"1317","16","6"
"1317","6","7"
"1340","4","6"
"1340","6","7"
"1841","6","6"
"1841","17","7"
"1799","8","6"
"1799","16","7"
"388","3","6"
"388","3","7"
"1603","19","6"
"1603","16","7"
"1019","5","6"
"1019","7","7"
"174","5","6"
"174","9","7"
"701","4","6"
"701","2","7"
"1360","4","6"
"1360","4","7"
"763","2","6"
"763","2","7"
"1735","24","6"
"1735","14","7"
"1241","3","6"
"1241","5","7"
"2158","2","6"
"2158","23","7"
"2051","4","6"
"2051","16","7"
"2315","11","6"
"2315","18","7"
"482","2","6"
"482","2","7"
"1298","4","6"
"1298","13","7"
"350","6","6"
"757","4","6"
"757","2","7"
"1929","27","6"
"1929","20","7"
"1504","17","6"
"1504","13","7"
"1278","9","6"
"1278","7","7"
"1709","23","6"
"1709","9","7"
"589","13","6"
"589","7","7"
"986","4","6"
"986","13","7"
"1142","14","6"
"1142","9","7"
"360","6","6"
"360","6","7"
"1549","19","6"
"1549","7","7"
"1125","6","6"
"1125","4","7"
"2355","31","6"
"2355","4","7"
"1748","11","6"
"1748","6","7"
"83","2","5"
"83","10","7"
"1577","5","6"
"1577","9","7"
"2243","9","6"
"2243","16","7"
"1134","8","6"
"1134","7","7"
"1127","13","6"
"1127","4","7"
"235","9","6"
"2116","7","6"
"2365","31","6"
"2365","6","7"
"2357","7","6"
"2357","2","7"
"1410","7","6"
"1410","4","7"
"2163","2","6"
"2163","16","7"
"1495","16","6"
"1495","9","7"
"977","11","6"
"977","5","7"
"541","2","6"
"2110","28","6"
"2110","7","7"
"1150","6","6"
"1150","5","7"
"961","13","6"
"961","5","7"
"1448","6","6"
"1448","3","7"
"761","6","6"
"761","2","7"
"2437","5","6"
"2437","19","7"
"975","9","6"
"975","3","7"
"186","10","6"
"186","9","7"
"1338","9","6"
"1338","7","7"
"2198","11","6"
"104","9","5"
"161","5","6"
"161","9","7"
"1844","4","6"
"921","3","6"
"921","3","7"
"343","6","6"
"343","6","7"
"2438","5","6"
"2438","27","7"
"768","6","6"
"768","2","7"
"731","13","5"
"731","3","7"
"1314","13","6"
"1242","13","6"
"1242","3","7"
"368","6","6"
"368","3","7"
"2174","25","6"
"2174","23","7"
"536","2","6"
"536","3","7"
"969","7","6"
"969","7","7"
"307","6","6"
"307","6","7"
"1907","25","6"
"1907","19","7"
"1912","25","6"
"1912","17","7"
"1086","11","6"
"1086","4","7"
"270","12","6"
"270","6","7"
"1148","13","6"
"1148","2","7"
"1014","3","6"
"1014","5","7"
"1616","19","6"
"1616","9","7"
"906","13","6"
"906","4","7"
"2279","21","6"
"2279","2","7"
"430","4","6"
"430","5","7"
"303","8","6"
"303","6","7"
"1649","16","6"
"1649","5","7"
"534","2","6"
"534","3","7"
"964","4","6"
"964","3","7"
"1040","9","6"
"1040","4","7"
"1811","5","6"
"1811","17","7"
"2216","3","6"
"2216","19","7"
"1832","4","6"
"1832","2","7"
"602","6","6"
"602","7","7"
"1714","4","6"
"1714","11","7"
"619","12","6"
"618","12","6"
"2311","11","6"
"2311","18","7"
"1017","13","6"
"1017","2","7"
"2428","27","6"
"2428","24","7"
"850","6","6"
"850","4","7"
"703","4","6"
"703","12","7"
"552","7","6"
"552","2","7"
"1418","11","6"
"1418","11","7"
"1023","6","6"
"1023","6","7"
"2433","27","6"
"2433","4","7"
"1833","22","6"
"1833","4","7"
"1551","19","6"
"1551","7","7"
"1993","2","6"
"1993","19","7"
"814","13","6"
"1523","3","6"
"1523","5","7"
"204","2","6"
"204","6","7"
"709","4","6"
"709","7","7"
"2284","30","6"
"2284","17","7"
"2186","18","6"
"2186","17","7"
"1463","9","6"
"1463","4","7"
"647","2","6"
"647","7","7"
"882",\N,"3"
"882","3","7"
"719","10","6"
"719","6","7"
"1532","16","6"
"1532","3","7"
"1582","17","6"
"1582","3","7"
"1072","4","6"
"1072","5","7"
"2272","27","6"
"2272","5","7"
"80","2","5"
"80","10","7"
"1126","13","6"
"1126","4","7"
"664","2","6"
"664","4","7"
"874","7","6"
"874","2","7"
"490","2","6"
"490","2","7"
"943","6","6"
"943","3","7"
"1133","8","6"
"411","3","6"
"411","5","7"
"1466","7","6"
"1466","5","7"
"846","4","6"
"846","6","7"
"798","4","6"
"798","2","7"
"659","2","6"
"659","4","7"
"1003","7","6"
"1003","4","7"
"1373","11","6"
"1373","4","7"
"141","11","6"
"141","3","7"
"540","2","6"
"540","3","7"
"1927","27","5"
"1927","19","7"
"2129","18","5"
"2129","17","7"
"1445","11","5"
"1445","4","7"
"1220","9","6"
"1220","7","7"
"377","6","6"
"377","3","7"
"479","2","6"
"479","2","7"
"1733","22","6"
"1733","13","7"
"1337","3","6"
"1337","13","7"
"145","11","6"
"671","8","6"
"671","4","7"
"1754","24","6"
"1754","11","7"
"2392","32","6"
"2392","18","7"
"682","2","6"
"682","6","7"
"291","8","6"
"291","8","7"
"2292","30","6"
"2292","27","7"
"1157","8","6"
"1157","6","7"
"1711","8","6"
"1711","11","7"
"416","3","6"
"416","4","7"
"713","7","6"
"713","6","7"
"561","7","6"
"561","2","7"
"736","4","6"
"736","3","7"
"637","3","6"
"637","4","7"
"1679","17","5"
"1679","7","7"
"1908","19","6"
"1908","16","7"
"1840","6","6"
"1840","6","7"
"1378","6","6"
"1378","3","7"
"2321","23","6"
"2321","2","7"
"2379","31","6"
"2379","7","7"
"208","7","6"
"208","9","7"
"1872","19","6"
"1872","2","7"
"1668","17","6"
"1668","13","7"
"452","4","6"
"452","4","7"
"1727","24","6"
"1727","9","7"
"1437","2","6"
"1437","7","7"
"2303","13","6"
"2303","14","7"
"1864","20","6"
"1864","19","7"
"2058","19","6"
"2058","24","7"
"1602","17","5"
"1602","16","7"
"458","4","6"
"458","5","7"
"1236","2","6"
"1236","9","7"
"449","4","6"
"449","4","7"
"85","6","5"
"85","10","7"
"645","2","6"
"645","4","7"
"1561","17","6"
"1561","4","7"
"2327","30","6"
"2327","20","7"
"393","3","6"
"393","3","7"
"818","9","6"
"818","2","7"
"1661","2","6"
"1661","6","7"
"1968","18","6"
"1968","18","7"
"1954","25","6"
"1954","2","7"
"2258","30","6"
"2258","23","7"
"1517","13","6"
"1517","6","7"
"1710","14","6"
"1710","9","7"
"199","10","6"
"199","12","7"
"780","13","6"
"457","4","6"
"457","5","7"
"1114","3","6"
"1114","9","7"
"1237","2","6"
"1237","9","7"
"1689","17","6"
"1689","13","7"
"1472","17","6"
"1472","6","7"
"302","8","6"
"302","6","7"
"1428","9","6"
"1428","13","7"
"1272","3","6"
"1272","7","7"
"2031","18","6"
"2031","14","7"
"1623","17","6"
"1623","6","7"
"2118","11","6"
"2118","17","7"
"1207","4","6"
"1207","4","7"
"240","9","6"
"240","2","7"
"1855","4","6"
"1855","19","7"
"2393","32","6"
"2393","13","7"
"804","3","6"
"804","2","7"
"1423","14","6"
"1423","9","7"
"1895","11","6"
"1895","14","7"
"523","3","6"
"523","3","7"
"2043","5","6"
"2043","17","7"
"1588","19","6"
"1588","16","7"
"222","9","6"
"222","5","7"
"425","4","6"
"425","5","7"
"1835","8","6"
"1835","29","7"
"158","11","6"
"158","9","7"
"821","13","6"
"821","6","7"
"1962","4","6"
"1962","20","7"
"306","12","6"
"306","6","7"
"1981","27","6"
"1981","20","7"
"2128","18","6"
"2128","8","7"
"1801","8","6"
"1801","2","7"
"514","3","6"
"773","11","6"
"773","5","7"
"2101","28","5"
"2101","3","7"
"2244","28","6"
"2244","16","7"
"901","4","6"
"901","7","7"
"1810","5","6"
"1810","17","7"
"1224","5","6"
"1224","7","7"
"1377","2","6"
"1377","8","7"
"1333","4","6"
"1333","6","7"
"32","2","4"
"824","5","4"
"824","4","7"
"84","6","4"
"84","10","7"
"1446","11","4"
"1446","4","7"
"384","3","4"
"384","3","7"
"379","6","6"
"379","3","7"
"707","6","6"
"707","7","7"
"251","9","6"
"1797","24","6"
"1797","4","7"
"2371","25","6"
"2371","25","7"
"1275","3","6"
"1275","7","7"
"1849","17","6"
"1849","16","7"
"940","3","6"
"940","13","7"
"1326","14","6"
"1326","11","7"
"604","6","6"
"604","7","7"
"849","2","6"
"849","10","7"
"1190","7","6"
"1190","9","7"
"362","6","6"
"362","3","7"
"1620","20","6"
"1620","16","7"
"285","5","6"
"285","8","7"
"214","8","6"
"310","6","6"
"310","6","7"
"293","8","6"
"293","8","7"
"98","11","5"
"788","7","5"
"788","11","5"
"788","7","7"
"2021","13","6"
"2021","23","7"
"1568","3","6"
"1568","4","7"
"1557","18","6"
"1557","7","7"
"87","6","5"
"87","10","7"
"1853","22","6"
"1853","18","7"
"887","9","6"
"887","5","7"
"1918","5","6"
"1918","19","7"
"1539","18","6"
"1539","3","7"
"960","13","6"
"960","5","7"
"1769","19","6"
"1769","7","7"
"1579","14","6"
"1579","11","7"
"538","2","6"
"538","3","7"
"156","11","6"
"776","2","6"
"776","13","7"
"1219","3","6"
"1219","7","7"
"517","3","6"
"254","9","6"
"254","8","7"
"722","4","6"
"722","3","7"
"460","4","6"
"460","5","7"
"753","7","6"
"753","2","7"
"896","9","6"
"896","7","7"
"2015","22","6"
"2015","7","7"
"309","6","6"
"309","6","7"
"1984","27","6"
"1984","17","7"
"2114","2","6"
"2114","23","7"
"1942","23","6"
"1942","19","7"
"210","3","6"
"210","7","7"
"1569","3","6"
"1569","4","7"
"1594","2","6"
"1594","6","7"
"178","10","6"
"178","9","7"
"451","4","6"
"400","3","6"
"400","3","7"
"1821","13","6"
"1821","17","7"
"192","10","6"
"192","9","7"
"2001","4","6"
"2001","16","7"
"2092","28","6"
"2092","19","7"
"322","8","6"
"322","6","7"
"2099","20","6"
"2099","22","7"
"444","5","6"
"2157","2","6"
"2157","7","7"
"726","13","6"
"726","3","7"
"494","2","6"
"494","2","7"
"1071","13","6"
"1071","2","7"
"2273","27","6"
"2273","2","7"
"729","5","6"
"729","3","7"
"706","5","6"
"706","7","7"
"1034","2","6"
"1034","4","7"
"2310","23","6"
"2310","18","7"
"2340","31","6"
"2340","2","7"
"1697","22","6"
"1697","16","7"
"1231","9","6"
"1231","3","7"
"1576","5","6"
"1576","9","7"
"1514","7","6"
"1514","14","7"
"1995","23","6"
"1995","11","7"
"399","3","6"
"312","8","6"
"312","6","7"
"2260","5","6"
"2260","25","7"
"2369","30","6"
"2369","4","7"
"1996","6","6"
"1996","5","7"
"2307","22","6"
"2307","25","7"
"247","9","6"
"247","8","7"
"108","9","5"
"108","3","7"
"135","11","6"
"135","9","7"
"510","4","6"
"1768","19","6"
"1768","7","7"
"1776","18","6"
"1776","17","7"
"748","12","6"
"748","7","7"
"1095","3","6"
"1095","13","7"
"92","7","5"
"92","10","7"
"669","7","6"
"2137","28","6"
"2137","5","7"
"396","3","6"
"396","3","7"
"834","7","6"
"834","7","7"
"149","11","6"
"149","9","7"
"1464","9","6"
"1464","4","7"
"1957","22","6"
"1957","21","7"
"2179","4","6"
"2179","6","7"
"2054","4","6"
"2054","22","7"
"502","4","6"
"502","2","7"
"338","6","6"
"338","6","7"
"2117","11","6"
"2117","17","7"
"2395","32","6"
"2395","25","7"
"1760","20","6"
"1760","3","7"
"443","5","6"
"443","4","7"
"1449","11","6"
"1449","7","7"
"2138","28","6"
"2138","5","7"
"721","4","6"
"721","13","7"
"651","2","6"
"651","7","7"
"871","8","6"
"871","4","7"
"485","3","6"
"485","3","7"
"2159","2","6"
"2159","22","7"
"1871","14","6"
"1871","19","7"
"137","11","6"
"137","9","7"
"2028","22","6"
"2028","23","7"
"1978","2","6"
"1978","21","7"
"2247","29","6"
"2247","18","7"
"1404","11","6"
"1404","4","7"
"1686","11","6"
"1686","6","7"
"1845","17","6"
"1845","16","7"
"1422","14","6"
"1422","9","7"
"1944","25","6"
"1264","13","6"
"1264","4","7"
"1471","16","6"
"1471","2","7"
"1662","21","6"
"1662","9","7"
"1933","17","6"
"1933","11","7"
"1930","17","6"
"1930","19","7"
"2227","20","6"
"2227","4","7"
"2425","24","6"
"2425","22","7"
"1921","2","6"
"1921","21","7"
"905","8","6"
"905","6","7"
"1211","4","6"
"1211","2","7"
"2377","4","6"
"2377","7","7"
"2123","27","6"
"2123","14","7"
"277","6","6"
"277","8","7"
"900","4","6"
"900","11","7"
"2435","32","6"
"2435","11","7"
"2111","24","6"
"2111","16","7"
"570","7","6"
"319","6","6"
"319","6","7"
"1065","6","6"
"1065","7","7"
"2236","18","6"
"2236","25","7"
"2432","13","6"
"2432","6","7"
"2332","28","6"
"2332","24","7"
"630","3","6"
"630","6","7"
"1607","21","6"
"1607","14","7"
"1761","22","5"
"1761","13","7"
"2419","2","6"
"2419","5","7"
"200","2","6"
"200","12","7"
"2231","29","6"
"2231","25","7"
"1527","6","6"
"1527","6","7"
"2208","25","6"
"2208","7","7"
"1739","22","6"
"1739","2","7"
"2094","28","6"
"2094","22","7"
"649","7","6"
"471","5","6"
"471","5","7"
"1183","14","5"
"2086","19","5"
"2086","23","5"
"2086","19","7"
"2417","5","5"
"2417","31","5"
"2417","5","7"
"1046","13","6"
"1046","8","7"
"1969","20","6"
"1969","19","7"
"1762","22","5"
"1762","13","7"
"1681","20","6"
"1681","3","7"
"1248","2","6"
"1248","13","7"
"522","3","6"
"522","4","7"
"1195","17","6"
"1195","9","7"
"2188","3","6"
"2188","11","7"
"1296","4","6"
"1296","7","7"
"693","2","6"
"693","4","7"
"258","9","6"
"1919","2","6"
"1919","21","7"
"705","5","6"
"705","7","7"
"646","7","6"
"646","4","7"
"802","9","6"
"802","2","7"
"257","9","6"
"257","8","7"
"1724","17","6"
"1724","16","7"
"1961","25","6"
"1961","17","7"
"1225","5","6"
"1225","7","7"
"2035","2","6"
"2035","4","7"
"933","2","6"
"1516","7","6"
"1516","14","7"
"2343","11","6"
"2343","4","7"
"175","5","6"
"175","9","7"
"1394","5","6"
"1394","6","7"
"1265","13","6"
"1265","4","7"
"273","12","6"
"2391","32","6"
"2391","23","7"
"2270","28","5"
"2270","6","7"
"1960","18","6"
"1960","17","7"
"578","3","6"
"2052","6","6"
"2052","22","7"
"908","9","6"
"908","7","7"
"1454","13","6"
"1454","13","7"
"879","6","6"
"879","3","7"
"1069","4","6"
"1349","13","6"
"1349","5","7"
"1461","5","6"
"1461","4","7"
"1064","9","6"
"1064","7","7"
"136","11","6"
"136","9","7"
"1227","6","6"
"1227","8","7"
"2096","28","6"
"2096","22","7"
"1500","6","6"
"1500","4","7"
"1005","7","6"
"1005","7","7"
"2382","25","6"
"2382","20","7"
"995","9","6"
"995","7","7"
"2397","29","6"
"2397","3","7"
"1540","19","6"
"1540","3","7"
"128","12","5"
"128","9","7"
"415","3","6"
"1678","5","6"
"1678","7","7"
"557","7","6"
"557","2","7"
"1238","4","6"
"1238","11","7"
"2429","22","6"
"2429","24","7"
"1972","24","6"
"1972","5","7"
"261","9","6"
"261","8","7"
"1959","19","5"
"1959","17","7"
"2173","25","6"
"2173","8","7"
"2275","22","6"
"2275","2","7"
"2124","25","6"
"2124","24","7"
"1116","7","6"
"1116","6","7"
"1656","20","6"
"1656","11","7"
"491","2","6"
"491","2","7"
"1509","5","6"
"1509","3","7"
"2074","17","6"
"2074","23","7"
"1478","17","6"
"1478","14","7"
"380","6","6"
"2285","30","6"
"2285","17","7"
"1321","6","6"
"1321","11","7"
"2042","5","6"
"2042","24","7"
"1109","14","6"
"1109","2","7"
"2192","23","6"
"2192","17","7"
"1647","2","6"
"1647","5","7"
"880","2","6"
"880","3","7"
"2136","28","6"
"2136","22","7"
"1123","4","6"
"1123","8","7"
"2269","25","6"
"2269","6","7"
"1814","4","6"
"1814","13","7"
"173","6","6"
"173","9","7"
"2177","4","6"
"2177","4","7"
"1619","21","5"
"1348","9","5"
"1348","5","7"
"597","4","6"
"597","7","7"
"1052","7","6"
"1052","8","7"
"1425","16","6"
"1425","3","7"
"2259","5","6"
"2259","25","7"
"198","10","6"
"198","12","7"
"2427","13","6"
"2427","4","7"
"1311","3","6"
"1311","9","7"
"537","2","6"
"537","3","7"
"2104","18","6"
"2104","24","7"
"1750","11","6"
"1750","11","7"
"486","3","6"
"486","3","7"
"2178","4","6"
"2178","6","7"
"899","4","6"
"899","11","7"
"1893","25","6"
"1893","5","7"
"2091","28","6"
"2091","19","7"
"867","9","6"
"867","2","7"
"708","7","6"
"708","4","7"
"2308","22","6"
"2308","4","7"
"1842","6","6"
"1842","13","7"
"2088","21","5"
"2088","19","7"
"529","2","6"
"529","3","7"
"1175","9","6"
"1175","4","7"
"550","7","6"
"550","2","7"
"2421","2","6"
"2421","5","7"
"1923","16","6"
"1923","21","7"
"1518","17","6"
"1518","9","7"
"1946","20","6"
"1946","19","7"
"344","6","6"
"344","6","7"
"300","8","6"
"300","6","7"
"14","5","3"
"14","11","7"
"1591",\N,"3"
"1591","21","3"
"1591","16","7"
"1691",\N,"3"
"1691","22","3"
"1691","11","7"
"11","2","3"
"11","11","7"
"585",\N,"3"
"585","13","3"
"15","6","3"
"15","11","7"
"2319",\N,"3"
"2319","31","3"
"2319","9","7"
"2356",\N,"3"
"2356","32","3"
"2356","2","7"
"73","10","3"
"73","10","7"
"72","9","3"
"72","10","7"
"2194",\N,"3"
"2194","29","3"
"2194","4","7"
"13","4","3"
"13","11","7"
"74","11","3"
"74","10","7"
"2245",\N,"3"
"2245","30","3"
"2245","16","7"
"1693",\N,"3"
"1693","24","3"
"1693","13","7"
"1533",\N,"3"
"1533","19","3"
"1533","3","7"
"1102",\N,"3"
"1102","14","3"
"1102","11","7"
"1875",\N,"3"
"1875","26","3"
"1875","17","7"
"1924",\N,"3"
"1924","27","3"
"1924","21","7"
"16","7","3"
"16","11","7"
"1590",\N,"3"
"1590","20","3"
"1590","16","7"
"75","12","3"
"75","10","7"
"1459",\N,"3"
"1459","18","3"
"1459","9","7"
"1692",\N,"3"
"1692","23","3"
"1692","13","7"
"1458",\N,"3"
"1458","17","3"
"1458","9","7"
"66","8","3"
"66","5","7"
"12","3","3"
"12","11","7"
"2070",\N,"3"
"2070","28","3"
"2070","11","7"
"1874",\N,"3"
"1874","25","3"
"1874","17","7"
"1255",\N,"3"
"1255","16","3"
"1255","11","7"
"3","1","3"
"679",\N,"3"
"679","3","3"
"679","6","7"
"2087","3","6"
"2087","19","7"
"1621","20","5"
"1621","16","7"
"936","5","6"
"936","2","7"
"842","7","6"
"842","6","7"
"2115","7","6"
"2115","17","7"
"1351","3","6"
"1351","3","7"
"2295","8","6"
"2295","27","7"
"211","3","6"
"241","9","6"
"241","2","7"
"414","3","6"
"414","5","7"
"1493","4","6"
"1493","9","7"
"1955","18","6"
"1955","20","7"
"1384","16","6"
"1384","14","7"
"790","11","6"
"790","9","7"
"528","2","6"
"528","3","7"
"1631","19","6"
"1631","7","7"
"539","2","6"
"539","3","7"
"1913","11","6"
"1913","17","7"
"2385","11","6"
"2385","4","7"
"765","9","6"
"765","2","7"
"613","4","6"
"1290","2","6"
"1290","13","7"
"2316","3","6"
