"user_id","branch_id","role_id"
"2316","25","7"
"1950","4","6"
"1950","19","7"
"2418","2","6"
"2418","5","7"
"949","3","6"
"949","2","7"
"2233","24","6"
"2233","25","7"
"1980","4","6"
"1980","20","7"
"478","2","6"
"478","2","7"
"1785","7","6"
"1785","6","7"
"366","6","6"
"366","3","7"
"1885","4","6"
"1885","3","7"
"912","13","6"
"912","3","7"
"1976","2","6"
"1976","2","7"
"2016","18","6"
"2016","7","7"
"2398","29","5"
"2398","3","7"
"870","8","6"
"870","2","7"
"454","4","6"
"454","4","7"
"1081","3","6"
"1081","9","7"
"1664","20","6"
"1664","9","7"
"1741","22","6"
"1741","16","7"
"750","13","6"
"750","7","7"
"1736","24","6"
"1736","4","7"
"1416","9","6"
"1416","7","7"
"179","10","6"
"179","9","7"
"1778","11","6"
"1778","17","7"
"1026","2","6"
"1026","13","7"
"2190","4","6"
"2190","22","7"
"2151","16","6"
"2151","4","7"
"2431","11","6"
"2431","6","7"
"1721","24","6"
"1721","14","7"
"1700","23","6"
"1700","5","7"
"1067","7","6"
"1067","7","7"
"2068","9","6"
"2068","11","7"
"509","4","6"
"1859","20","6"
"1859","19","7"
"1531","16","6"
"1531","3","7"
"1279","2","6"
"1279","7","7"
"575","3","6"
"720","10","6"
"720","6","7"
"2180","4","6"
"2180","6","7"
"1796","4","5"
"1796","24","5"
"1796","4","7"
"2057","11","6"
"2057","24","7"
"1306","9","6"
"1306","8","7"
"1192","7","6"
"1192","5","7"
"1632","3","6"
"1632","6","7"
"787","11","5"
"787","3","7"
"351","6","6"
"351","6","7"
"1537","18","5"
"1537","3","7"
"1909","18","6"
"1909","16","7"
"1035","2","6"
"1035","4","7"
"2322","18","6"
"2322","2","7"
"2390","32","6"
"1263","6","6"
"1263","4","7"
"595","4","6"
"595","7","7"
"973","5","6"
"973","5","7"
"281","5","4"
"281","8","4"
"281","13","4"
"281","8","7"
"1201","13","6"
"1201","4","7"
"592","4","6"
"592","7","7"
"2079","17","6"
"2079","20","7"
"673","6","5"
"673","13","5"
"673","6","7"
"805","7","6"
"805","2","7"
"359","6","6"
"1581","14","6"
"1581","11","7"
"438","4","6"
"568","7","6"
"568","2","7"
"2224","18","6"
"2224","3","7"
"2380","30","6"
"2380","24","7"
"325","6","6"
"325","6","7"
"1731","22","6"
"714","7","6"
"714","6","7"
"2020","18","6"
"2020","23","7"
"1538","18","6"
"1538","3","7"
"1552","19","6"
"1552","9","7"
"2226","20","6"
"2226","4","7"
"1635","4","6"
"1635","2","7"
"2193","23","6"
"2193","4","7"
"2201","7","6"
"2201","20","7"
"1059","6","6"
"1059","6","7"
"197","7","6"
"197","12","7"
"520","3","6"
"520","4","7"
"627","6","6"
"627","4","7"
"1415","9","6"
"1415","7","7"
"777","9","6"
"777","13","7"
"1424","16","6"
"1424","3","7"
"2394","32","6"
"2394","13","7"
"1774","22","6"
"1774","17","7"
"1209","4","6"
"1209","2","7"
"2214","28","6"
"2214","14","7"
"1475","17","6"
"1475","9","7"
"1803","23","6"
"1803","17","7"
"2293","30","6"
"2293","27","7"
"612","4","6"
"612","5","7"
"1039","9","6"
"1039","4","7"
"1792","23","6"
"1792","4","7"
"641","4","6"
"641","4","7"
"608","6","6"
"608","3","7"
"832","7","6"
"832","6","7"
"283","7","6"
"283","6","7"
"1467","17","5"
"1467","5","7"
"1755","24","5"
"1755","13","7"
"1639","20","6"
"1639","4","7"
"1489","17","6"
"1489","9","7"
"1342","16","6"
"1342","14","7"
"1375","14","6"
"2368","19","6"
"2368","4","7"
"239","9","6"
"239","2","7"
"2009","7","6"
"2009","17","7"
"2287","23","5"
"2287","25","7"
"2004","9","6"
"2004","14","7"
"1719","22","6"
"1719","14","7"
"1824","23","6"
"1824","7","7"
"2010","24","6"
"2010","17","7"
"1013","3","6"
"1013","5","7"
"1898","25","6"
"1898","17","7"
"1247","14","6"
"1247","8","7"
"2142","22","5"
"2142","5","7"
"959","4","6"
"959","11","7"
"2440","9","6"
"2440","25","7"
"530","2","6"
"530","3","7"
"1430","13","6"
"1430","3","7"
"1388","3","6"
"1388","9","7"
"518","3","6"
"518","4","7"
"1200","3","6"
"1200","4","7"
"1110","14","6"
"1110","9","7"
"1244","13","6"
"1244","3","7"
"1098","2","6"
"1098","9","7"
"1497","2","6"
"1497","2","7"
"1487","17","6"
"1487","7","7"
"358","6","6"
"1007","7","6"
"1007","7","7"
"1956","18","6"
"1956","7","7"
"2126","18","6"
"2126","8","7"
"1979","18","6"
"1979","20","7"
"531","2","6"
"531","3","7"
"385","3","6"
"385","3","7"
"998","7","6"
"998","4","7"
"176","5","6"
"176","12","7"
"2133","19","6"
"2133","11","7"
"1827","13","6"
"1827","13","7"
"1324","4","6"
"1324","3","7"
"917","9","6"
"917","6","7"
"1090","11","6"
"1090","5","7"
"144","11","6"
"1041","4","6"
"1041","11","7"
"489","2","6"
"489","2","7"
"2041","5","6"
"2041","24","7"
"525","3","6"
"525","3","7"
"2119","3","6"
"2119","23","7"
"326","6","6"
"1843","7","6"
"1843","9","7"
"2277","4","6"
"2277","16","7"
"2366","19","6"
"2366","6","7"
"2271","27","6"
"2271","5","7"
"2147","4","6"
"2147","4","7"
"1994","3","6"
"1994","19","7"
"672","3","6"
"672","4","7"
"617","5","6"
"1077","9","6"
"1077","7","7"
"2296","8","6"
"2296","23","7"
"1490","4","6"
"1490","14","7"
"944","2","6"
"944","11","7"
"1763","24","6"
"1763","5","7"
"216","3","6"
"216","7","7"
"1511","17","6"
"1511","11","7"
"883","6","6"
"883","3","7"
"1548","19","6"
"1548","7","7"
"1690","18","6"
"1690","11","7"
"1300","14","6"
"1300","13","7"
"696","2","6"
"696","5","7"
"704","5","6"
"704","6","7"
"367","6","6"
"367","3","7"
"375","6","6"
"375","3","7"
"1788","16","6"
"1788","14","7"
"1282","7","6"
"1282","2","7"
"825","2","6"
"825","4","7"
"182","10","6"
"1992","2","6"
"1992","11","7"
"2373","27","6"
"2373","9","7"
"2354","31","6"
"2354","2","7"
"433","5","6"
"433","5","7"
"226","9","6"
"924","8","6"
"295","8","6"
"295","6","7"
"1572","18","6"
"1572","5","7"
"1671","9","6"
"1327","14","6"
"1327","11","7"
"1484","6","6"
"1484","6","7"
"2082","24","6"
"2082","24","7"
"2222","25","6"
"2222","3","7"
"1699","23","6"
"1699","16","7"
"660","2","6"
"660","12","7"
"1481","11","6"
"1481","5","7"
"564","7","6"
"564","2","7"
"1905","25","6"
"1905","9","7"
"1229","7","6"
"1229","8","7"
"1628","19","6"
"1628","4","7"
"1374","14","6"
"1374","8","7"
"1977","2","6"
"1977","2","7"
"1267","3","6"
"1267","4","7"
"582","3","6"
"1935","18","6"
"1935","20","7"
"1507","16","6"
"1507","14","7"
"1747","11","6"
"1747","6","7"
"472","5","6"
"2221","9","6"
"2221","23","7"
"1567","3","6"
"1567","4","7"
"1520","2","6"
"1520","5","7"
"837","4","6"
"837","4","7"
"1031","4","6"
"1031","4","7"
"1136","3","6"
"1136","22","7"
"1001","7","6"
"1001","4","7"
"1057","2","6"
"1057","7","7"
"453","4","6"
"453","4","7"
"305","12","6"
"305","6","7"
"1412","7","6"
"1412","7","7"
"2364","31","6"
"2364","6","7"
"1232","14","6"
"1232","3","7"
"2187","18","6"
"2187","17","7"
"1094","3","6"
"1094","13","7"
"2037","2","6"
"2037","22","7"
"1128","13","6"
"1128","13","7"
"1759","21","6"
"1759","3","7"
"220","9","6"
"220","7","7"
"1345","6","6"
"1345","14","7"
"956","5","6"
"956","8","7"
"2289","20","6"
"2289","18","7"
"2230","20","6"
"369","6","6"
"369","3","7"
"2257","30","6"
"2257","18","7"
"1626","20","6"
"1626","13","7"
"565","7","6"
"565","2","7"
"976","9","6"
"976","13","7"
"1595","17","6"
"1595","6","7"
"1045","4","6"
"1045","11","7"
"1119","7","6"
"1119","3","7"
"1395","13","6"
"1395","14","7"
"628","6","6"
"2012","20","6"
"2012","18","7"
"652","2","6"
"817","3","6"
"817","2","7"
"2372","25","6"
"2372","25","7"
"1413","6","6"
"1413","7","7"
"150","11","6"
"150","9","7"
"122","6","5"
"635","3","6"
"635","4","7"
"1355","2","6"
"1355","7","7"
"656","2","6"
"656","13","7"
"1302","9","6"
"1302","4","7"
"203","2","6"
"203","6","7"
"616","4","6"
"616","3","7"
"2334","31","6"
"2334","18","7"
"1372","4","6"
"1372","4","7"
"738","3","6"
"1878","7","6"
"1878","6","7"
"2278","20","6"
"2278","2","7"
"648","7","6"
"620","2","6"
"1922","2","6"
"1922","21","7"
"165","4","6"
"819","6","6"
"819","6","7"
"1839","4","6"
"1839","7","7"
"1479","17","6"
"1479","5","7"
"495","2","6"
"495","2","7"
"1390","6","6"
"1390","11","7"
"278","9","6"
"278","8","7"
"521","3","6"
"521","4","7"
"985","3","6"
"985","13","7"
"1273","3","6"
"1273","7","7"
"464","5","6"
"464","5","7"
"1779","3","6"
"1779","17","7"
"526","4","6"
"526","3","7"
"1873","19","6"
"1873","2","7"
"1766","24","6"
"1766","9","7"
"1884","21","6"
"1884","3","7"
"1447","6","6"
"1447","4","7"
"1",\N,"1"
"942","6","6"
"942","5","7"
"685","2","6"
"1204","9","6"
"1204","4","7"
"556","7","6"
"556","2","7"
"1343","9","6"
"1343","14","7"
"851","5","6"
"851","4","7"
"2066","23","6"
"2066","11","7"
"605","6","6"
"605","3","7"
"2396","32","6"
"2396","16","7"
"891","5","6"
"891","13","7"
"898","4","6"
"898","4","7"
"1857","4","6"
"1857","19","7"
"1032","11","6"
"265","12","6"
"265","12","7"
"1386","7","6"
"1386","3","7"
"323","8","6"
"323","6","7"
"1882","3","6"
"1882","3","7"
"1738","23","5"
"1738","8","7"
"1676","11","6"
"1676","7","7"
"993","2","6"
"993","11","7"
"712","7","6"
"712","6","7"
"2281","29","6"
"2281","17","7"
"789","11","5"
"789","13","7"
"103","11","5"
"1777","22","6"
"1777","17","7"
"843","7","6"
"843","6","7"
"1876","19","6"
"1876","8","7"
"2169","24","5"
"2169","4","7"
"143","11","6"
"236","9","6"
"236","2","7"
"1563","8","6"
"2337","27","6"
"2337","2","7"
"287","6","6"
"465","5","6"
"465","5","7"
"598","4","6"
"598","7","7"
"829","2","6"
"829","5","7"
"381","6","6"
"1155","9","6"
"1155","6","7"
"1307","11","6"
"1307","6","7"
"1665","21","6"
"1665","16","7"
"1975","8","6"
"1975","19","7"
"2176","24","6"
"2176","21","7"
"827","6","6"
"827","4","7"
"1958","22","6"
"1958","21","7"
"1917","6","6"
"1917","20","7"
"886","7","6"
"886","12","7"
"364","6","6"
"364","3","7"
"1820","13","6"
"1820","3","7"
"1963","9","6"
"1963","2","7"
"2400","8","6"
"2400","27","7"
"2330","7","6"
"2330","3","7"
"1749","11","6"
"1749","6","7"
"1407","4","6"
"1407","4","7"
"1359","4","6"
"1359","4","7"
"1784","11","6"
"1784","3","7"
"284","5","6"
"284","8","7"
"1350","4","6"
"1350","5","7"
"2026","22","6"
"2026","23","7"
"593","12","6"
"593","7","7"
"771","4","6"
"771","5","7"
"965","4","6"
"965","7","7"
"159","11","6"
"159","9","7"
"1369","4","6"
"1369","13","7"
"1573","19","6"
"1573","5","7"
"341","6","6"
"341","6","7"
"383","6","6"
"383","3","7"
"183","10","6"
"183","9","7"
"1249","11","6"
"1249","2","7"
"155","11","6"
"155","9","7"
"774","10","5"
"774","5","7"
"2090","28","5"
"2090","6","7"
"130",\N,"3"
"130","3","7"
"463","5","6"
"463","5","7"
"1673","18","6"
"1800","8","6"
"1800","2","7"
"2248","7","6"
"2248","8","7"
"1861","20","6"
"1861","18","7"
"784","5","6"
"784","7","7"
"1198","4","6"
"1198","3","7"
"2349","14","6"
"2349","27","7"
"674","13","6"
"674","6","7"
"596","4","6"
"596","7","7"
"132","11","6"
"132","9","7"
"580","9","6"
"580","7","7"
"2165","2","4"
"2165","16","7"
"855",\N,"3"
"855","15","3"
"855","13","7"
"2215","4","6"
"2215","19","7"
"1246","13","6"
"1246","6","7"
"274","6","6"
"274","6","7"
"1038","9","5"
"1038","4","7"
"1202","14","6"
"1202","4","7"
"928","4","6"
"2367","30","5"
"2367","6","7"
"1670","9","6"
"1670","16","7"
"1599","20","5"
"1599","14","7"
"1708","23","6"
"1708","3","7"
"231","3","6"
"231","2","7"
"1339","9","6"
"1339","6","7"
"1367","5","6"
"1367","13","7"
"392","3","6"
"1024","8","6"
"1024","5","7"
"873","7","6"
"1726","24","6"
"1726","9","7"
"2032","8","6"
"2032","8","7"
"519","3","6"
"519","4","7"
"1172","14","6"
"1172","13","7"
"317","8","6"
"317","6","7"
"1804","11","6"
"1804","6","7"
"801","5","6"
"801","2","7"
"910","6","6"
"910","9","7"
"2175","17","6"
"2175","11","7"
"1926","2","6"
"1926","19","7"
"215","11","6"
"1477","17","6"
"1477","14","7"
"1143","3","6"
"1143","3","7"
"1660","19","6"
"1660","2","7"
"2189","4","6"
"2189","22","7"
"488","2","6"
"1245","13","6"
"1245","6","7"
"1062","13","6"
"1062","3","7"
"1352","7","6"
"1352","7","7"
"1261","5","6"
"1261","9","7"
"2103","24","6"
"2103","24","7"
"1654","19","5"
"1654","4","7"
"1009","8","6"
"1009","7","7"
"1682","16","6"
"1682","6","7"
"2444","18","6"
"2252","30","6"
"2252","25","7"
"730","5","6"
"730","3","7"
"1970","3","6"
"1970","20","7"
"856","11","6"
"856","13","7"
"734","2","6"
"734","3","7"
"2098","27","6"
"2098","18","7"
"1460","13","6"
"1460","4","7"
"1018","13","6"
"1018","2","7"
"946","2","6"
"946","3","7"
"153","11","6"
"153","9","7"
"1269","3","6"
"1269","7","7"
"2078","17","6"
"2078","20","7"
"622","7","6"
"622","6","7"
"2290","25","6"
"2290","27","7"
"1450","11","6"
"1450","3","7"
"1174","9","6"
"1174","6","7"
"554","7","6"
"554","2","7"
"859","4","6"
"859","5","7"
"1353","6","6"
"1353","7","7"
"242","12","6"
"1305","16","5"
"1305","8","7"
"1037","6","6"
"1037","13","7"
"1417","11","6"
"1730","16","6"
"1020","3","6"
"1020","1","7"
"1653","19","6"
"1653","4","7"
"1536","19","5"
"1536","3","7"
"487","2","6"
"487","3","7"
"1258","5","6"
"1258","2","7"
"2237","4","6"
"2237","25","7"
"91","4","5"
"1312","13","6"
"1312","3","7"
"931","13","6"
"931","2","7"
"839","7","6"
"839","7","7"
"1469","14","6"
"1469","5","7"
"2141","22","6"
"2141","5","7"
"1717","22","6"
"835","4","6"
"835","4","7"
"678","2","6"
"678","6","7"
"1966","2","6"
"1966","19","7"
"2181","18","6"
"2181","7","7"
"138","11","6"
"441","5","6"
"441","4","7"
"1060","3","6"
"1060","2","7"
"2014","4","6"
"2014","22","7"
"1550","19","6"
"1550","7","7"
"766","9","6"
"766","2","7"
"513","3","6"
"897","9","6"
"897","7","7"
"218","9","6"
"218","7","7"
"1308","11","6"
"1308","9","7"
"1937","27","6"
"1937","21","7"
"2200","11","6"
"2200","20","7"
"2413","18","6"
"2413","20","7"
"78","5","5"
"78","10","7"
"1703","23","6"
"1703","3","7"
"1722","24","6"
"1722","14","7"
"715","6","6"
"715","6","7"
"553","7","6"
"553","2","7"
"1154","3","6"
"1154","3","7"
"1381","16","6"
"1381","6","7"
"166","4","6"
"166","9","7"
"631","3","6"
"631","4","7"
"1441","9","6"
"1441","7","7"
"1025","13","6"
"1025","1","7"
"124","12","5"
"124","9","7"
"746","2","5"
"746","13","5"
"746","2","7"
"115","5","5"
"1214","5","6"
"1214","7","7"
"120","3","5"
"2122","18","6"
"2122","14","7"
"1858","9","6"
"1858","19","7"
"1325","14","5"
"1325","3","7"
"1612","19","6"
"1612","4","7"
"237","9","6"
"1222","14","6"
"1222","7","7"
"1720","24","5"
"1720","14","7"
"1866","7","6"
"1866","19","7"
"1036","2","6"
"1036","13","7"
"1896","11","6"
"1896","14","7"
"1271","3","6"
"1271","7","7"
"1322","13","6"
"1322","11","7"
"1380","9","6"
"1380","14","7"
"493","2","6"
"493","2","7"
"655","2","6"
"655","13","7"
"2144","28","5"
"749","12","6"
"749","2","7"
"342","6","6"
"342","6","7"
"1611","19","6"
"1611","4","7"
"2439","5","6"
"2439","27","7"
"755","7","6"
"755","2","7"
"1808","5","6"
"1808","11","7"
"571","7","6"
"1553","18","6"
"1553","11","7"
"725","13","6"
"725","3","7"
"1584","19","6"
"1584","2","7"
"1587","9","6"
"1587","13","7"
"432","5","6"
"432","5","7"
"1385","16","6"
"1385","14","7"
"2130","18","6"
"2130","23","7"
"113","8","5"
"1215","5","6"
"1215","7","7"
"830","11","6"
"830","5","7"
"2362","32","5"
"2362","23","7"
"2286","30","6"
"2286","17","7"
"196","7","6"
"196","9","7"
"394","3","6"
"394","3","7"
"253","12","6"
"253","8","7"
"938","3","6"
"938","6","7"
"854","4","5"
"854","9","5"
"854","4","7"
"336","6","6"
"336","6","7"
"213","8","6"
"213","7","7"
"1073","3","6"
"1073","5","7"
"2217","16","6"
"2217","19","7"
"1208","4","6"
"1208","2","7"
"923","3","6"
"923","3","7"
"566","7","6"
"1860","20","6"
"1860","19","7"
"2291","11","6"
"2291","27","7"
"308","6","6"
"308","6","7"
"1838","21","6"
"1838","7","7"
"764","9","6"
"764","2","7"
"2152","9","6"
"2152","17","7"
"2304","20","6"
"2304","4","7"
"2347","21","6"
"2347","27","7"
"661","2","6"
"661","6","7"
"1890","25","6"
"1890","19","7"
"1638","2","6"
"1638","4","7"
"492","2","6"
"492","2","7"
"1203","3","6"
"1203","4","7"
"1124","3","6"
"1124","8","7"
"2434","28","6"
"2434","11","7"
"2191","9","6"
"2191","22","7"
"405","3","6"
"405","4","7"
"1010","5","6"
"1010","7","7"
"1146","11","6"
"1146","6","7"
"1596","18","6"
"1596","13","7"
"187","10","6"
"187","9","7"
"125","12","5"
"125","9","7"
"1723","17","6"
"1723","16","7"
"1505","13","6"
"1505","13","7"
"1687","20","6"
"1687","7","7"
"421","5","6"
"189","10","6"
"189","9","7"
"331","6","6"
"331","6","7"
"117","6","5"
"117","8","7"
"271","12","6"
"271","6","7"
"803","3","6"
"1948","14","6"
"1948","3","7"
"2105","25","6"
"2105","24","7"
"1904","25","6"
"1904","14","7"
"1054","7","6"
"1054","7","7"
"2167","3","6"
"2167","19","7"
"820","13","6"
"820","9","7"
"390","3","6"
"390","3","7"
"1753","23","6"
"1753","11","7"
"907","11","5"
"907","2","7"
"2089","27","6"
"2089","19","7"
"1583","17","6"
"1583","13","7"
"2140","23","6"
"2140","5","7"
"1530","9","6"
"1530","13","7"
"2204","24","6"
"2204","20","7"
"663","2","6"
"663","4","7"
"2003","25","6"
"2003","14","7"
"2045","2","4"
"2045","24","7"
"424","5","6"
"424","5","7"
"93","4","5"
"93","7","5"
"93","10","7"
"1335","4","6"
"1335","2","7"
"476","2","6"
"476","2","7"
"1501","11","6"
"1501","3","7"
"2120","18","5"
"2120","23","7"
"219","9","6"
"219","7","7"
"264","9","6"
"264","7","7"
"792","2","6"
"792","9","7"
"676","9","6"
"1521","2","6"
"1521","5","7"
"2314","24","6"
"2314","22","7"
"1991","4","6"
"1991","11","7"
"1706","23","6"
"1706","7","7"
"756","7","6"
"756","2","7"
"279","9","6"
"279","8","7"
"2049","4","6"
"2049","24","7"
"948","3","6"
"948","2","7"
"1336","4","6"
"1336","13","7"
"992","2","6"
"992","2","7"
"1281","7","6"
"1281","5","7"
"1280","7","6"
"1280","7","7"
"408","3","6"
"408","4","7"
"1044","4","6"
"1044","9","7"
"606","6","6"
"606","3","7"
"355","6","6"
"355","6","7"
"1757","21","5"
"1757","13","7"
"1421","9","6"
"1421","9","7"
"1558","19","6"
"1558","7","7"
"1659","19","5"
"1659","2","7"
"301","8","6"
"301","6","7"
"937","13","6"
"937","13","7"
"422","4","6"
"422","5","7"
"1770","6","6"
"1770","17","7"
"2350","13","6"
"2350","27","7"
"1880","23","6"
"1780","3","6"
"1780","17","7"
"2335","31","6"
"2335","22","7"
"1580","14","6"
"1580","11","7"
"423","4","6"
"423","5","7"
"2210","29","6"
"2210","7","7"
"1822","24","6"
"1822","17","7"
"862","4","6"
"1862","20","6"
"1862","18","7"
"1323","7","6"
"1323","2","7"
"1496","2","6"
"1496","2","7"
"2339","31","6"
"2339","2","7"
"2416","31","5"
"2416","8","7"
"1082","4","6"
"1082","4","7"
"2212","29","6"
"2212","7","7"
"1099","13","6"
"1099","3","7"
"1627","19","6"
"1627","13","7"
"2027","22","6"
"2027","23","7"
"1685","14","6"
"1685","6","7"
"2038","4","6"
"2038","22","7"
"184","10","6"
"184","9","7"
"1087","2","6"
"1087","4","7"
"297","8","6"
"297","6","7"
"636","3","6"
"636","4","7"
"1826","22","6"
"1826","7","7"
"1894","25","6"
"1894","5","7"
"417","4","6"
"417","5","7"
"1609","21","6"
"1609","4","7"
"968","7","6"
"968","7","7"
"475","2","6"
"475","2","7"
"483","3","6"
"567","7","6"
"567","2","7"
"1002","7","6"
"1002","4","7"
"1429","2","6"
"1429","14","7"
"1050","7","6"
"1050","8","7"
"2422","2","6"
"2422","5","7"
"1379","9","6"
"1379","3","7"
"1740","22","6"
"1740","16","7"
"1652","18","6"
"1652","4","7"
"2172","23","6"
"2172","8","7"
"581","3","6"
"724","4","6"
"724","3","7"
"542","2","6"
"477","2","6"
"477","2","7"
"1083","4","6"
"1083","4","7"
"1356","2","6"
"1356","7","7"
"2309","23","6"
"2309","25","7"
"1837","11","6"
"878","11","6"
"878","3","7"
"895","7","6"
"895","7","7"
"1618","21","6"
"1618","16","7"
"769","6","6"
"769","2","7"
"434","5","6"
"434","5","7"
"1819","13","6"
"445","5","6"
"445","4","7"
"1519","2","6"
"1519","5","7"
"2048","22","6"
"2048","24","7"
"511","4","6"
"94","4","5"
"1177","3","6"
"1177","4","7"
"294","8","6"
"294","8","7"
"280","9","6"
"280","8","7"
"691","2","6"
"691","4","7"
"1251","13","6"
"1251","2","7"
"2370","25","5"
"2370","27","7"
"2399","8","6"
"2399","27","7"
"1078","9","6"
"1078","7","7"
"1683","16","6"
"1683","6","7"
"2263","24","6"
"2263","11","7"
"1746","11","6"
"1746","7","7"
"911","5","6"
"911","9","7"
"1286","11","6"
"1286","3","7"
"2443","28","5"
"2443","23","7"
"1554","18","6"
"1554","11","7"
"2018","4","6"
"2018","23","7"
"1574","19","6"
"1574","5","7"
"822","6","5"
"822","13","5"
"822","6","7"
"2131","4","6"
"2131","11","7"
"947","2","6"
"947","3","7"
"2022","13","6"
"2022","23","7"
"2000","4","6"
"2000","16","7"
"2441","32","6"
"2441","16","7"
"1107","14","6"
"1107","2","7"
